Glob_sevanje_mean,Hitrost_vetra_max,Hitrost_vetra_mean,Vlaga_max,Vlaga_mean,Temperatura_lokacija_max,O3,mesec,Glob_sevanje_spr,Vlaga_spr,Temperatura_lokacija_spr
0.625,3.6,1.2875,98.4,94.25,9.2,NIZKA,1,5,11.6,3.4
0.25,1.3,0.6125,97.2,95.25,4.7,NIZKA,1,2,5.10000000000001,2.9
0.25,0.7,0.4,99.6,98.1625,3.4,NIZKA,1,2,2.89999999999999,1.7
0.75,1.7,0.6,97.7,93.1375,7.5,NIZKA,1,6,6.8,1.4
0.375,2.5,1.05,94.8,88.3625,9.1,NIZKA,1,3,17.2,6.6
0.25,1.3,0.775,89.2,86.925,6.1,NIZKA,1,2,4.5,1.4
0.25,0.7,0.4875,82.5,78.45,8.8,SREDNJA,1,2,7.7,1.2
0.125,1,0.75,97.4,96.825,7.6,NIZKA,1,1,1,1.5
1.625,2,1.025,95.2,93.6625,5.7,NIZKA,1,13,2.8,1.2
0,2.9,1.225,91,88.35,6.7,NIZKA,1,0,5.5,0.2
0.125,1.1,0.725,96.7,95.7875,7.6,NIZKA,1,1,2.2,0.699999999999999
0,1.2,0.4875,98.9,98.55,7.4,NIZKA,1,0,0.700000000000003,0.800000000000001
0.5,1.9,0.875,97.7,95.225,8.6,NIZKA,1,4,3.90000000000001,1.3
0.125,0.9,0.5125,95.6,93.7375,5.5,NIZKA,1,1,3,1.2
0,2.4,1.4375,95.8,93.3625,4.1,NIZKA,1,0,5,3.6
1,1.7,1.1125,92.1,88.475,1,NIZKA,1,8,8.3,1.9
0.75,1.9,1.25,78.7,76.2,-0.6,SREDNJA,1,6,5.8,1.3
0.5,2,1.0875,85.1,82.9875,-1.3,NIZKA,1,4,5.09999999999999,0.7
0.5,1.5,1,86.1,82.6125,-2.2,NIZKA,1,4,6.09999999999999,0.6
0.875,1.3,0.675,89.4,87.0625,-2.5,NIZKA,1,7,3.90000000000001,0.2
0.0875,1,0.6375,92.3,88.225,-1.5,NIZKA,1,0.7,10.8,0.5
0.25,0.7,0.4125,91.5,90.325,-0.3,NIZKA,1,2,2.2,0.4
0.5,1.1,0.8,93.6,90.9875,0.2,NIZKA,2,4,4.39999999999999,0.8
0.3625,1.2,0.6375,92.6,90.575,-0.9,NIZKA,2,2.9,3.8,0.5
1.475,0.4,0.25,94.1,91.725,-0.1,NIZKA,2,11.8,4.39999999999999,0.2
1.225,0.9,0.5625,87,86.3375,-1.7,SREDNJA,2,9.8,2,0.5
0.625,0.4,0.2375,92.8,91.7625,-0.6,NIZKA,2,5,2.2,0.3
1,1.1,0.5875,97,95.125,0.7,NIZKA,2,8,2.5,0.6
0.75,0.5,0.2875,98,97.9125,0.9,SREDNJA,2,6,0.299999999999997,0.7
1,2.6,1.0375,98,97.0625,4.3,NIZKA,2,8,2.2,1
0.875,1.2,0.8375,97.7,97.0625,3.9,NIZKA,2,7,1.90000000000001,0.5
1.5,1.6,0.725,98.1,97.7125,1.3,NIZKA,2,12,1.39999999999999,0.9
0.875,1.4,0.725,97.2,96.7625,3.9,NIZKA,2,7,0.600000000000009,0.9
1.375,2,0.8375,96.3,94.375,3.4,NIZKA,2,11,5.39999999999999,2.7
2.375,1.4,0.925,96.7,95.5875,2.5,SREDNJA,2,19,4.5,1.6
3.625,3,1.6625,95.6,93.2875,5,SREDNJA,2,29,4.5,1.8
4.5,0.7,0.3875,95.1,93.55,1.6,SREDNJA,2,36,3.3,1.7
2.875,3.2,1.8625,82.4,80.0875,10.5,SREDNJA,2,23,4.80000000000001,1.7
3.05,4.6,2.225,94.3,91.525,8.4,SREDNJA,2,24.4,6.39999999999999,7.5
2,1.2,0.725,97.2,96.0375,1.9,NIZKA,2,16,2.40000000000001,0.5
2.625,1.6,0.825,95.6,93.775,3.6,NIZKA,2,21,2.69999999999999,0.5
1.5,1.8,0.9,95.6,93.2875,5,NIZKA,2,12,4.5,0.9
2.125,1,0.3875,91.3,89.8375,5.4,NIZKA,2,17,2.7,0.300000000000001
0.375,3,1.375,96.1,94.2375,6.4,NIZKA,2,3,3.69999999999999,1.4
3.125,0.8,0.6625,97.3,95.8625,4.3,NIZKA,2,24,3.39999999999999,1.4
4.25,0.7,0.2125,97.4,94.6125,1.8,SREDNJA,2,32,6.90000000000001,2.4
4.25,2.5,0.8125,83.4,80.6625,2.9,SREDNJA,2,33,7,0.8
3.875,3.3,1.35,83.3,77.825,7.8,SREDNJA,2,31,10.6,2.2
5.5,0.9,0.5875,90.6,89.1625,4.7,SREDNJA,2,41,3.19999999999999,1
7,1.5,0.75,93.9,91.1625,5.8,SREDNJA,3,50,6.40000000000001,1.1
2.125,1.6,1.075,90.4,83.175,7.3,SREDNJA,3,16,14.9,1.2
6.125,1,0.475,96.3,93.425,4.7,SREDNJA,3,45,5.89999999999999,2.5
1.75,2.7,1.7375,85.9,84.0375,6,NIZKA,3,13,6.60000000000001,0.4
7.625,1.6,0.8875,84.4,78.425,7.4,SREDNJA,3,56,13.5,2.4
7.875,3.1,1.275,63.4,56.6875,9.3,SREDNJA,3,61,13.2,2.7
18.125,1.8,1.05,83.2,75.775,7.5,SREDNJA,3,134,12.9,3.2
17.875,1.1,0.6625,86,80.5375,7,SREDNJA,3,130,14.5,3.6
21.5,0.8,0.3125,92.2,89.3125,3.1,SREDNJA,3,153,6.2,2.5
10.75,4.3,2.8,69.6,63.075,8,SREDNJA,3,74,10.2,1.1
20.625,1.3,0.6625,85.2,77.9125,5,SREDNJA,3,140,15.8,3
26.5,1.1,0.6,81.5,75.025,3,SREDNJA,3,183,16,3.2
25,1.4,0.4625,83.3,75.3,5.6,VISOKA,3,172,17.7,3.8
26.125,1.1,0.3625,87.8,81.675,4.8,SREDNJA,3,177,14.6,3.2
22.5,1.8,0.975,86.5,81.2125,6.2,VISOKA,3,144,12.2,3.2
28.875,1.4,0.8375,85.3,79.75,6,VISOKA,3,185,13.8,2.3
31.75,0.9,0.5375,88,82.9375,6.6,SREDNJA,3,206,11.7,2.9
31.75,0.8,0.525,84,78.75,8.4,VISOKA,3,206,10.5,3.8
15.75,1.7,1.0375,81.8,78.35,11.1,SREDNJA,3,111,6.5,3
38.375,1.3,0.6125,77.1,69.0875,8.8,SREDNJA,3,240,12.9,4.1
35.5,0.7,0.375,86.1,80.3,7.8,SREDNJA,3,226,13.1,3.4
15.75,2.7,1.4625,76.7,67.1,10.5,SREDNJA,3,102,15.4,2.4
3.625,3.4,1.4,90.2,80.1375,12.4,SREDNJA,3,25,16.2,1.7
2.5,1.7,0.9375,99,97.175,6,SREDNJA,3,17,6.40000000000001,2.2
20.375,1.3,0.5375,91.7,89.925,4.2,SREDNJA,3,127,3.7,1.2
10.125,1.7,0.6625,94.2,91.5625,4.5,SREDNJA,3,56,7.60000000000001,1.3
20.125,2.3,1.475,77.3,74.575,7.9,SREDNJA,3,130,9.7,1.6
24.5,2.7,1.175,85.1,81.025,9.1,SREDNJA,3,151,9.89999999999999,2.5
46,0.7,0.2625,89,83.625,7.1,SREDNJA,3,269,11.3,3.4
50.25,0.8,0.2125,88.2,81.75,7.4,SREDNJA,3,291,15.1,3.5
48.625,0.9,0.5625,84.9,78.1125,8.1,SREDNJA,3,275,17.3,3.6
31.125,0.6,0.375,85.1,79.75,10.4,VISOKA,4,198,15.4,3.5
39.125,2.4,0.8375,85.5,79.075,11.9,SREDNJA,4,209,14,5.2
45.5,3.2,2.5375,75.8,69.9125,13,SREDNJA,4,255,13.8,2.4
41.5,1.4,0.9375,84.9,79.775,11.8,SREDNJA,4,234,11.3,3.3
3,2.4,1.5,94.7,77.3625,13.8,SREDNJA,4,17,37.8,2.3
20.75,1.1,0.4625,98.5,96.2125,10.8,SREDNJA,4,101,4.2,1.5
28.875,1,0.625,98.3,97.0875,10.7,SREDNJA,4,174,6,1.9
66.75,1.1,0.525,93.3,87.8375,11.9,SREDNJA,4,371,16.9,4.2
25.5,2.3,1.6,91,87.675,11.7,SREDNJA,4,153,10.8,2.3
63.5,1.5,0.6375,77,72.9125,8,SREDNJA,4,302,13,3.9
24.875,2.8,1.9,75.2,73.6875,9.2,SREDNJA,4,147,5.90000000000001,1.9
34.625,1.1,0.6,95.1,91.2,7.2,SREDNJA,4,190,10.2,2.5
19,1.1,0.675,97.7,96.9,8.2,SREDNJA,4,75,2.10000000000001,0.6
68.75,0.9,0.5125,97.2,92.95,8.3,SREDNJA,4,367,16.1,3.1
55.75,2.2,1.6,81.8,77.8875,9.4,SREDNJA,4,233,10.5,2.7
84,1.4,0.8375,69,61.0875,8.1,SREDNJA,4,411,25.4,5.8
74.125,1.9,1.3125,63.7,54.75,9.4,SREDNJA,4,426,27.5,6.3
83.125,1.1,0.5625,85.8,78.9375,8.2,SREDNJA,4,403,21.6,5.2
33.25,3.2,1.4375,57.8,49.35,13,SREDNJA,4,175,15.5,1.6
18.25,2,1.15,95.6,93.8875,11,SREDNJA,4,101,4.09999999999999,1.3
11.5,0.8,0.575,94.1,92.625,10.3,NIZKA,4,66,2.8,0.600000000000001
28.625,1.6,0.7125,97.5,96.6375,10.8,SREDNJA,4,142,4.09999999999999,0.600000000000001
41.125,0.8,0.3625,96.4,90.2125,11.7,SREDNJA,4,148,12.4,2
29.25,0.4,0.3125,93.6,91.0375,13.9,SREDNJA,4,154,5.8,2
60.375,1.5,0.575,96.2,93.575,13.1,SREDNJA,4,356,10.8,3.4
35.875,1.2,0.725,90.7,88.6625,14.4,SREDNJA,4,170,8.40000000000001,2
51.75,0.7,0.45,91.3,87.7375,14.7,SREDNJA,4,305,9.39999999999999,2.1
12.125,1.3,0.425,97.7,96.8125,13.3,SREDNJA,4,54,2.10000000000001,0.9
53.875,1.7,0.7,95.9,93.5,14,SREDNJA,4,242,8.80000000000001,1.9
62.625,1.6,0.825,98,95.5625,13,SREDNJA,4,333,8,3.4
70.75,0.8,0.5875,96.9,94.0625,12,SREDNJA,5,425,10.2,2.4
107.625,1.1,0.7375,93.6,89.7125,13.1,SREDNJA,5,475,17,5
41,1,0.5375,98.2,95.8875,12.2,SREDNJA,5,215,7.7,2.3
44,2.3,1.925,87.1,75.95,10.3,SREDNJA,5,208,19.2,2
110.875,1.5,0.6,82.6,74.175,10.2,SREDNJA,5,477,24.7,6.3
107.625,0.9,0.4375,88.5,79.2375,11.6,VISOKA,5,465,25.6,6
95.25,3.1,2.55714285714286,64.9,55.8875,16,SREDNJA,5,410,18,4.2
71.625,1,0.4875,96.3,92.175,13.1,SREDNJA,5,377,13.5,2.4
107.125,1.3,0.6125,91.9,84.7875,14.3,VISOKA,5,477,20.5,5.7
105.375,1.8,0.8125,83.7,76.6125,16.8,SREDNJA,5,464,21,5.5
56,2.2,1.2125,81.7,75.75,16.8,SREDNJA,5,288,14.9,3.5
15.875,3.5,2.2125,93.4,88.875,11.2,NIZKA,5,74,18.4,3.6
78.375,1.3,0.8,99.3,97.0875,8.1,SREDNJA,5,441,11.1,1.8
63.75,5.2,3.3875,39.1,35.4125,14.1,SREDNJA,5,283,6.7,2.8
43.125,4.7,3.25,46.8,41.4,15.5,SREDNJA,5,182,8.9,1.8
50.375,1.8,1.0375,80.5,69.0625,11.9,SREDNJA,5,235,28.5,2.5
32.5,3.2,2.4625,86.1,82.35,12.8,SREDNJA,5,156,9.5,1.1
106.125,2.5,1.7125,83.8,76.25,16,SREDNJA,5,508,18.3,5.8
128,3.2,1.775,83.7,73.7,17.6,SREDNJA,5,519,29.6,5.6
120.875,1.8,1.0125,87.8,78.55,16.8,SREDNJA,5,493,21.5,5.7
108,1.5,0.6375,89.7,80.65,17.9,SREDNJA,5,447,18.7,5.6
108.375,1.4,0.725,84,75.825,19.7,SREDNJA,5,434,16.8,5.4
118.375,1.2,0.8375,92.3,83.95,19.5,SREDNJA,5,509,25.4,5.2
84.75,1.5,0.525,83.8,75.7375,16.7,SREDNJA,5,341,20.3,4.1
102.875,1.9,0.7875,89.1,82.4125,19.3,SREDNJA,5,434,16.7,4.9
85.625,2.4,0.95,93.6,83.6875,17.8,SREDNJA,5,325,28.1,4.4
36.975,1.5,0.65,87.1,82.4,14.8,SREDNJA,5,164.7,11.1,2.8
61.5,1.4,0.8375,97.1,93.7125,15.3,SREDNJA,5,282,11.2,2.2
36.625,1.5,0.875,95.9,94.3875,14.1,NIZKA,5,181,6.80000000000001,1.7
117.25,1.3,0.85,92.4,81.9625,13,SREDNJA,5,587,25.7,5.2
53.875,3.4,1.1875,87.3,82.1,14.1,SREDNJA,6,175,25.5,4.3
131,1.4,0.8125,92,83.8125,14.2,SREDNJA,6,520,21.3,4.8
97.875,0.9,0.2375,97.9,93.0625,15.2,SREDNJA,6,522,21.9,5.2
82.75,0.5,0.325,96.9,92.2875,13.8,SREDNJA,6,424,17.3,3.6
27.625,0.9,0.6125,95.8,91.4,15.1,SREDNJA,6,126,9.7,1
109.75,1.1,0.7125,96.3,89.3875,18.2,SREDNJA,6,515,21.8,4.9
129.875,1,0.4625,91.7,83.3,19.6,VISOKA,6,507,24.8,5.3
132.875,0.7,0.3875,88.5,79.65,21.6,SREDNJA,6,521,24.2,6.2
131,0.9,0.325,89.5,80.65,23.5,SREDNJA,6,509,21.6,6
134.375,0.6,0.3375,87.9,77.8875,23.9,SREDNJA,6,517,26.6,6.8
137.375,0,0,87.5,77.4375,23.2,VISOKA,6,537,24.9,5.9
125.125,0.6,0.2125,79.2,71.6375,25.3,VISOKA,6,490,26,6.9
86.625,0.9,0.7,84.3,79.275,17.6,SREDNJA,6,336,14.7,2.5
112.125,0.9,0.5625,86.4,77.125,17,SREDNJA,6,474,21.7,4.5
130.125,1.2,0.625,88.8,81.3,18.1,VISOKA,6,513,24.3,6.4
35.375,1.2,0.9125,90.5,84.7125,16.3,SREDNJA,6,136,13.7,2.8
105.875,1.4,0.9125,98.1,93.75,15.4,SREDNJA,6,566,16.8,3.8
132.625,0.9,0.725,86.5,76.4875,17.8,VISOKA,6,483,24.4,5.9
116.4,2.4,1.3625,81.7,74.7,22.4,VISOKA,6,438.3,19.5,4.8
128.125,1,0.6375,92.8,84.575,18.5,SREDNJA,7,502,23,5.4
110.25,1.1,0.675,89.3,82.725,20.7,SREDNJA,7,454,20.8,4.9
124.625,0.8,0.4125,89.6,80.7125,22,SREDNJA,7,497,21.7,5.8
123.375,1.2,0.7125,90.1,84.575,23.3,VISOKA,7,490,18.8,6.1
34.975,3.2,1.1375,94.5,87.6,21.9,SREDNJA,7,181.7,24.4,3.3
33.875,2.9,1.075,95,90.9,16.4,SREDNJA,7,162,14.9,2.2
13.125,2.3,1.7,96,94.575,14.6,NIZKA,7,53,3.2,0.9
61.5,1.1,0.6125,95.4,92.2125,14.8,SREDNJA,7,302,11.9,2.2
110.25,1.3,0.825,95.8,90.1875,18.7,SREDNJA,7,493,18.5,4.3
28.25,1.1,0.6625,95.1,93.675,16.1,SREDNJA,7,131,4.19999999999999,1.4
47.625,1.6,0.675,93.7,91.4375,17.7,SREDNJA,7,193,5.7,2
55.5,1.1,0.525,98.3,96.0125,17.3,SREDNJA,7,215,8.7,1.9
113.75,0.8,0.4125,94.8,87.85,21.6,SREDNJA,7,473,22.2,5.7
75.25,1.3,0.6875,90.2,82.1875,21.2,VISOKA,7,346,16.6,3.1
91,1.2,0.7125,98.1,92.4125,19.8,VISOKA,7,445,15.5,4.2
107.125,1.1,0.3,92,85.0625,22,VISOKA,7,454,20,5.2
102.375,0.9,0.5125,92.9,85.425,22.6,VISOKA,7,440,21.7,4.2
35.25,4,1.15,87.7,75.6875,21.7,SREDNJA,7,178,21.5,3.3
43.5,2,1.275,96.6,94.2,16.7,NIZKA,7,226,8.3,1.9
41.25,0.9,0.5875,97.7,96.6625,19,SREDNJA,7,265,5.90000000000001,1.5
65,0.9,0.5125,99.1,96.7375,16.6,SREDNJA,7,381,10,2.2
22.75,1,0.5875,85.8,82.6625,18.9,SREDNJA,7,91,5.3,0.899999999999999
81.125,1.1,0.575,89.7,85.9125,21.4,SREDNJA,7,437,14.9,3
18.75,1.2,0.675,97.1,94.9375,17.5,SREDNJA,7,96,4.89999999999999,0.899999999999999
13.125,1,0.6375,96.6,95.8,18.2,SREDNJA,7,67,1.89999999999999,0.800000000000001
90.375,0.9,0.2375,97.1,93.1875,21.7,SREDNJA,7,470,17.8,4.3
6,2.7,1.2625,98.1,96.7125,18.1,SREDNJA,7,34,2.69999999999999,0.900000000000002
21.75,1,0.525,97.8,95.7875,17.6,SREDNJA,7,66,5.39999999999999,1.1
33,0.8,0.3,98.6,96.15,19.5,SREDNJA,8,176,6.3,1.6
63.625,0.8,0.3125,97.6,93.4,20.5,SREDNJA,8,282,11.4,2.7
50.125,1.3,0.5625,99.3,95.7125,19.5,SREDNJA,8,231,6.59999999999999,1.8
95.5,2.4,0.9625,93.3,87.1625,20,SREDNJA,8,428,14.6,3.8
39.7625,5.1,2.0375,94.7,93.1,18.5,SREDNJA,8,230.7,4.2,2.2
17.75,1.1,0.8875,98.2,96.375,16.8,SREDNJA,8,98,5.3,1.3
93.5,0.8,0.5125,95.2,90.3625,19,SREDNJA,8,433,14.9,3.7
80.375,1.6,0.375,96.1,92.275,18,SREDNJA,8,407,8.89999999999999,2.4
86.75,0.6,0.4125,92.5,87.9,19.8,VISOKA,8,398,12.3,3.3
85.25,1.6,0.65,88.8,83.1875,22.4,SREDNJA,8,397,10.9,3.2
75.5,2.6,1.9125,79.7,75.475,23.8,SREDNJA,8,371,12.9,2.7
65.625,1.8,1.1875,81.1,78.05,22.1,SREDNJA,8,396,9,1.8
20.025,1.8,1.2,94.4,91.3125,18.2,SREDNJA,8,102.8,9.80000000000001,1.6
3.5,4.1,1.6125,98,96.75,19.6,NIZKA,8,13,3.7,3.3
15.25,1.7,0.9625,96.2,94.925,14.6,NIZKA,8,75,4.2,1.2
58.5,1.3,0.7,97.6,94.3375,14.6,SREDNJA,8,268,9.59999999999999,1.7
56.875,0.9,0.625,97.8,95.325,13.9,SREDNJA,8,360,10.6,1.6
82.25,0.9,0.5875,95,90.975,14.5,SREDNJA,8,396,11.8,3.3
79.5,1.1,0.7375,93.9,87.9,17.2,SREDNJA,8,365,14.8,4
39.375,1.2,0.6375,95.7,93.575,16.8,SREDNJA,8,229,7.90000000000001,1.7
20.375,1.7,1,92.3,89.9625,15.2,SREDNJA,8,98,7,0.899999999999999
13.375,1.1,0.725,96.9,94.45,16.3,SREDNJA,8,47,5,1.2
40.375,1.4,0.8875,98.2,95.9125,15.3,SREDNJA,8,168,8.5,1.5
27,1.8,1.25,96.7,94.85,14.1,SREDNJA,8,163,7.60000000000001,0.9
12,1.1,0.7625,92.3,91.0375,14.6,SREDNJA,8,48,3.59999999999999,1.3
24.55,1.4,0.85,98.3,97.4,17.6,SREDNJA,8,101.8,4,1.2
85.7625,1.8,1.325,92.1,89.475,15.4,SREDNJA,8,456.7,8.19999999999999,1.9
67.875,1.2,0.425,96.4,94.6375,13.1,SREDNJA,8,372,4.80000000000001,2.2
49.625,0.9,0.3125,97.8,95.25,14.6,SREDNJA,8,216,6.3,2.2
44.75,1,0.425,92.2,90.65,17,SREDNJA,8,223,5.40000000000001,1.9
6.8,4.2,2.0875,94,89.15,13.9,SREDNJA,9,31.8,11.8,2.7
8.625,0.5,0.3125,95.7,94.025,13.5,NIZKA,9,48,4.10000000000001,0.699999999999999
29.875,0.5,0.325,97.9,96.8,14.1,NIZKA,9,176,2.90000000000001,1.4
26.75,1.1,0.625,95.3,91.775,18.3,NIZKA,9,165,8.89999999999999,2
37.25,1.7,0.8,97.8,96.275,17.8,SREDNJA,9,225,5.3,1.9
17.875,1.4,0.5625,96.8,94.975,17.5,SREDNJA,9,86,6.39999999999999,1.4
44.625,1.1,0.3125,98.1,95.1375,15.8,SREDNJA,9,309,7.3,2.2
20.375,1.1,0.475,99,97.4125,14,SREDNJA,9,104,3.09999999999999,0.6
23,0.3,0.175,99.2,97.7125,15.6,SREDNJA,9,140,3.3,0.9
12.625,2.4,0.8125,96.3,94.35,17.2,SREDNJA,9,82,5.3,0.599999999999998
6.125,0.7,0.425,98.3,97.65,15.3,NIZKA,9,35,1.39999999999999,0.5
8.375,1,0.625,97.8,95.65,12.4,NIZKA,9,39,4.59999999999999,0.700000000000001
23.625,2.8,1.5625,97.3,96.75,12.5,SREDNJA,9,149,1.2,0.9
24.75,0.7,0.4375,98.4,96.7375,13.3,SREDNJA,9,153,6.5,0.9
18.625,0.6,0.2875,99,98.0375,13.2,NIZKA,9,108,2.8,0.6
14.875,1.4,0.625,98.9,97.65,14.5,SREDNJA,9,91,3.7,1.1
18.625,0.9,0.35,99.5,97.625,14,SREDNJA,9,97,5.09999999999999,2.5
25.25,1,0.4125,96.4,94.0375,14.4,SREDNJA,9,153,5.40000000000001,1.7
29.625,1.4,0.75,99.3,98.175,13.4,SREDNJA,9,177,3.7,1.2
7.625,2,1.25,92.6,90.175,19.3,SREDNJA,9,39,5.69999999999999,2.8
25,0.8,0.4875,99.7,95.975,17.9,SREDNJA,9,150,8.90000000000001,2.2
16.625,1.4,0.8625,97.7,94.975,17.4,SREDNJA,9,89,4.8,2.2
12.875,1.9,1.0875,96.6,95.3,9.9,SREDNJA,9,70,3.5,1.4
37.25,0.7,0.3125,92.9,90.825,10.3,SREDNJA,9,240,5.90000000000001,1.5
16.75,1.1,0.7,92.4,90.075,11.8,NIZKA,9,85,7.2,1.8
10.375,1.1,0.7625,98.5,98.1,8.9,NIZKA,9,47,0.799999999999997,1.2
9.875,0.9,0.575,97,94.7875,12.4,SREDNJA,9,55,3.7,1.6
28.5,1.2,0.6125,92.9,90.6375,12.4,SREDNJA,10,193,4,1.1
9.75,1.6,1.075,93.8,89.9125,13.7,SREDNJA,10,54,8,0.899999999999999
34.125,4.6,3.5375,84.4,81.45,18.4,SREDNJA,10,225,7.2,2.1
27.625,4.5,1.85,89.4,79.5,17.3,SREDNJA,10,183,15,3.2
25,0.9,0.4,98.7,95.975,14.5,SREDNJA,10,171,6.90000000000001,2.7
27.375,3.3,0.9125,96,88.45,18.2,SREDNJA,10,183,25.4,5.4
24.875,4,3.025,84.2,82.15,18.8,SREDNJA,10,161,6.2,2
9.625,3.5,1.7,93.1,87.325,17.2,SREDNJA,10,60,12.5,2.4
6.125,1.7,0.95,96,94.3,14.8,NIZKA,10,44,6.90000000000001,1.4
16.375,1.1,0.8125,98.6,97.6,16.1,NIZKA,10,113,2.5,1.6
1.5,2.1,0.9,96.4,88.775,17.6,SREDNJA,10,11,16.4,1.4
18.25,2.4,1.225,87.6,84.5,14.9,SREDNJA,10,131,5.5,1.1
7,0.7,0.4625,98.9,97.125,11.2,SREDNJA,10,46,4.40000000000001,1.6
15.875,1.2,0.7625,97.3,95.75,12.4,SREDNJA,10,105,5.09999999999999,2.7
10.6,1.6,0.825,95.5,93.4875,13.8,NIZKA,10,76.9,4.59999999999999,1.3
1.625,1.7,0.7875,89.7,84.525,6.3,NIZKA,10,11,16.7,1.2
7.25,1.9,1.2125,94.9,87.2,9.9,NIZKA,10,50,12.6,1.7
5.5,1.7,1.3875,82.9,81.625,8.4,NIZKA,10,36,3.2,0.600000000000001
6.5,2.3,1.45,97.5,93.9625,5.6,SREDNJA,10,48,7.7,1.4
2.875,1,0.625,85.6,84.5375,6.5,NIZKA,10,19,3.69999999999999,0.6
5.375,1.1,0.6875,91.5,89.5375,5,SREDNJA,10,39,5,1.2
2.375,0.8,0.6125,97.3,95.55,1.6,NIZKA,10,16,4,1.8
5.625,0.6,0.425,95.2,93.375,3.9,NIZKA,10,42,3.5,1
4.75,0.6,0.4625,98.4,96.9125,3,NIZKA,10,35,3.7,1.2
5,0.7,0.4875,90.9,89.8625,6.9,NIZKA,11,38,2.2,0.800000000000001
3.125,0.8,0.5625,99,98.7375,5.2,NIZKA,11,23,0.799999999999997,0.5
3.625,1.1,0.675,99.2,99.025,5.1,SREDNJA,11,27,0.400000000000006,0.8
5.5,4.4,2.5625,86.5,76.225,14,SREDNJA,11,42,14.5,3.7
2.5,0.9,0.6125,90.8,88.85,11.8,SREDNJA,11,19,5.89999999999999,1.6
1.125,1.9,0.9,98.2,97.3375,13.6,NIZKA,11,9,2.8,0.799999999999999
1.25,3.5,1.2875,98.2,97.45,12.7,NIZKA,11,10,1.7,0.299999999999999
1.625,0.5,0.2625,99.3,99.1,13.3,NIZKA,11,13,0.599999999999994,0.100000000000001
2.125,0.6,0.4,95.8,94.6375,10,NIZKA,11,16,2.09999999999999,0.300000000000001
2,0.9,0.6875,98.9,97.5375,10.1,NIZKA,11,15,4.10000000000001,1
2.25,1.1,0.6625,99.8,99.325,11.3,NIZKA,11,18,0.899999999999992,1
2.25,1.1,0.7375,98.3,97.95,12.7,NIZKA,11,18,1.3,0.799999999999999
1.25,1.4,1.025,97.4,96.15,12.4,NIZKA,11,10,4.40000000000001,1.1
1.375,1.2,0.6,95.5,94.8375,10.3,NIZKA,11,11,1.2,0.200000000000001
1.125,0.9,0.5,92.1,90.6875,10.4,NIZKA,11,9,4.3,0.5
3.25,2.6,1.225,98.4,94.35,11.3,SREDNJA,11,26,12.3,1.7
1.25,0.8,0.525,98.2,95.3875,8.9,NIZKA,11,10,4.8,1.4
1,1.7,1.1125,97.6,95.95,9.5,NIZKA,11,8,7.39999999999999,1.5
2.125,2,1.45,96.6,95.075,6.7,NIZKA,11,17,4.09999999999999,2.1
1.25,1.6,1.125,99.4,99.1875,5,NIZKA,11,10,0.5,1
1,1.2,0.925,98.8,98.1,4.1,NIZKA,11,8,2.2,0.7
1.5,0.9,0.6625,99,97.9,5,NIZKA,11,12,5.3,1
0.5,1.1,0.775,98.4,98.3,3.5,NIZKA,11,4,0.400000000000006,0.3
0.375,1.6,1.1875,94.1,92.6375,2.8,NIZKA,11,3,2.5,0.3
0.375,1.6,0.9375,95.3,90.1375,3.7,NIZKA,11,3,7.3,0.4
1,1.1,0.8375,90.4,87.2125,4.1,NIZKA,11,8,7.80000000000001,0.2
0.375,1.3,0.6125,86.2,82.5375,3.2,NIZKA,11,3,6.8,0.3
0.375,0.9,0.575,95.2,94.2125,4,NIZKA,11,3,2,0.8
0.625,1.5,0.875,96.2,95.2125,5.6,NIZKA,11,5,2.3,0.5
0.625,1.1,0.875,94.5,92.2875,5.6,NIZKA,11,5,3.7,0.6
0,1.4,0.95,96.2,95.375,5,NIZKA,12,0,1.90000000000001,0.4
0.375,1.9,1.3125,95.4,94.4125,3,NIZKA,12,3,2.80000000000001,0.6
0.125,1,0.825,92.2,91.225,2.6,NIZKA,12,1,1.5,0.3
0.75,1.5,1.1625,93.6,92.7375,3.3,NIZKA,12,6,3,0.2
0.125,0.9,0.7,94.8,93.8,4.2,NIZKA,12,1,2.2,0.100000000000001
0.125,1.1,0.55,96.6,95.75,5,NIZKA,12,1,2.39999999999999,0.4
0.5,0.6,0.45,96.7,95.8125,4.3,NIZKA,12,4,1.60000000000001,0.0999999999999996
1.125,1.5,0.9875,92.8,91.525,5.3,NIZKA,12,9,3,0.6
0.75,1.8,1.0625,90.1,80.65,4.7,NIZKA,12,6,17,1.6
1.125,0.8,0.675,94.2,92.7125,-0.9,NIZKA,12,9,5.2,1.9
1.375,0.7,0.4625,93,89.625,0.5,NIZKA,12,11,10.7,2
1.25,1.2,0.5875,94.8,93.9375,-1.8,NIZKA,12,10,2,2
0.5,1.7,1.1625,80.7,76.5,3,NIZKA,12,4,9,1.7
0.125,2.5,2.0875,83.7,81.975,10.8,NIZKA,12,1,3,0.9
0.25,2,1.1625,86.6,80,10.9,NIZKA,12,2,11.1,1.8
0.375,0.8,0.5375,89.9,88.65,7,NIZKA,12,3,3.2,0.6
0.5,1.8,0.85,97.5,96.425,7.1,NIZKA,12,4,2.7,1.1
0.125,1,0.675,98.3,97.7875,4.6,NIZKA,12,1,2.39999999999999,1.1
